image_id,width,height,bbox,source
5,1920,1080,"[983, 947, 161, 128]",holothurian
5,1920,1080,"[1195, 462, 90, 88]",echinus
5,1920,1080,"[921, 761, 78, 88]",holothurian
6,1920,1080,"[727, 902, 284, 129]",holothurian
6,1920,1080,"[758, 827, 107, 83]",echinus
6,1920,1080,"[336, 657, 70, 61]",echinus
6,1920,1080,"[223, 820, 82, 78]",echinus
6,1920,1080,"[4, 729, 97, 94]",echinus
6,1920,1080,"[301, 764, 65, 60]",echinus
6,1920,1080,"[1115, 448, 67, 61]",echinus
6,1920,1080,"[550, 817, 83, 82]",echinus
6,1920,1080,"[1007, 530, 63, 53]",echinus
6,1920,1080,"[356, 558, 67, 63]",echinus
6,1920,1080,"[1046, 717, 99, 72]",starfish
6,1920,1080,"[999, 318, 67, 61]",echinus
7,3840,2160,"[3, 1374, 1547, 701]",holothurian
7,3840,2160,"[1833, 704, 766, 310]",holothurian
7,3840,2160,"[1363, 366, 360, 173]",holothurian
7,3840,2160,"[1213, 8, 364, 387]",echinus
7,3840,2160,"[875, 755, 869, 714]",echinus
8,3840,2160,"[1161, 1715, 124, 128]",echinus
8,3840,2160,"[556, 1680, 112, 93]",starfish
8,3840,2160,"[1948, 2002, 71, 82]",echinus
8,3840,2160,"[1148, 1576, 70, 67]",echinus
9,1920,1080,"[1124, 592, 111, 85]",echinus
9,1920,1080,"[31, 329, 220, 127]",echinus
9,1920,1080,"[849, 738, 92, 77]",echinus
9,1920,1080,"[480, 486, 130, 95]",echinus
9,1920,1080,"[1317, 814, 84, 65]",echinus
9,1920,1080,"[689, 570, 86, 74]",echinus
9,1920,1080,"[1254, 652, 119, 88]",echinus
9,1920,1080,"[924, 578, 123, 103]",echinus
9,1920,1080,"[880, 897, 77, 66]",echinus
9,1920,1080,"[1105, 874, 80, 63]",echinus
9,1920,1080,"[588, 630, 77, 60]",echinus
9,1920,1080,"[826, 966, 59, 51]",echinus
9,1920,1080,"[1313, 448, 140, 94]",echinus
9,1920,1080,"[92, 482, 149, 91]",echinus
9,1920,1080,"[1704, 396, 191, 89]",echinus
9,1920,1080,"[964, 932, 63, 50]",echinus
9,1920,1080,"[1361, 873, 91, 61]",echinus
9,1920,1080,"[1, 65, 145, 122]",echinus
9,1920,1080,"[1211, 941, 65, 47]",echinus
9,1920,1080,"[1570, 675, 76, 50]",echinus
9,1920,1080,"[532, 1024, 69, 46]",echinus
9,1920,1080,"[214, 1010, 80, 42]",echinus
9,1920,1080,"[1, 656, 48, 97]",echinus
9,1920,1080,"[626, 1042, 54, 39]",echinus
9,1920,1080,"[891, 356, 89, 76]",starfish
9,1920,1080,"[907, 273, 100, 87]",starfish
9,1920,1080,"[1050, 50, 92, 96]",starfish
9,1920,1080,"[1, 191, 210, 124]",starfish
9,1920,1080,"[909, 1, 134, 57]",starfish
9,1920,1080,"[1093, 282, 125, 107]",starfish
9,1920,1080,"[774, 387, 67, 61]",starfish
9,1920,1080,"[798, 680, 58, 69]",starfish
9,1920,1080,"[1258, 124, 148, 111]",starfish
9,1920,1080,"[780, 305, 62, 56]",starfish
9,1920,1080,"[1471, 881, 116, 66]",starfish
9,1920,1080,"[806, 93, 89, 68]",starfish
9,1920,1080,"[233, 1047, 83, 34]",echinus
9,1920,1080,"[421, 1038, 68, 37]",echinus
9,1920,1080,"[1042, 963, 42, 31]",echinus
9,1920,1080,"[704, 1039, 52, 30]",echinus
9,1920,1080,"[944, 980, 26, 25]",echinus
10,3840,2160,"[1707, 1, 390, 571]",holothurian
10,3840,2160,"[3112, 1093, 725, 685]",echinus
10,3840,2160,"[2434, 1356, 418, 345]",echinus
10,3840,2160,"[2416, 1942, 531, 209]",echinus
11,720,405,"[177, 206, 89, 66]",holothurian
11,720,405,"[519, 194, 82, 59]",holothurian
11,720,405,"[57, 232, 57, 53]",holothurian
11,720,405,"[197, 275, 74, 74]",echinus
11,720,405,"[380, 115, 48, 41]",echinus
11,720,405,"[339, 73, 45, 37]",echinus
11,720,405,"[159, 149, 55, 54]",echinus
11,720,405,"[243, 62, 46, 43]",echinus
11,720,405,"[217, 122, 47, 45]",echinus
11,720,405,"[382, 61, 46, 40]",echinus
11,720,405,"[326, 204, 52, 44]",echinus
11,720,405,"[225, 362, 54, 42]",echinus
11,720,405,"[464, 91, 50, 52]",echinus
11,720,405,"[282, 30, 45, 35]",echinus
11,720,405,"[491, 141, 51, 44]",echinus
11,720,405,"[155, 113, 50, 41]",echinus
11,720,405,"[511, 78, 47, 44]",echinus
11,720,405,"[487, 42, 41, 36]",echinus
11,720,405,"[1, 293, 38, 70]",echinus
11,720,405,"[451, 59, 38, 32]",echinus
11,720,405,"[121, 322, 85, 81]",starfish
12,586,480,"[454, 338, 42, 45]",echinus
12,586,480,"[508, 306, 39, 34]",echinus
12,586,480,"[482, 315, 33, 31]",echinus
12,586,480,"[566, 279, 20, 38]",echinus
12,586,480,"[529, 411, 48, 42]",echinus
12,586,480,"[472, 237, 55, 52]",starfish
13,3840,2160,"[2713, 902, 321, 213]",echinus
13,3840,2160,"[1942, 258, 271, 157]",holothurian
13,3840,2160,"[875, 1720, 170, 438]",holothurian
14,720,405,"[117, 176, 125, 98]",holothurian
14,720,405,"[544, 308, 176, 95]",holothurian
14,720,405,"[22, 285, 89, 86]",starfish
14,720,405,"[671, 210, 49, 74]",starfish
15,720,405,"[140, 43, 57, 35]",holothurian
15,720,405,"[77, 121, 129, 64]",holothurian
15,720,405,"[516, 34, 43, 42]",echinus
15,720,405,"[605, 104, 43, 43]",starfish
15,720,405,"[582, 133, 54, 55]",starfish
15,720,405,"[258, 165, 54, 62]",starfish
15,720,405,"[157, 116, 61, 39]",starfish
15,720,405,"[62, 60, 54, 33]",starfish
16,1920,1080,"[1718, 584, 119, 91]",echinus
16,1920,1080,"[1768, 647, 113, 76]",starfish
17,720,405,"[165, 348, 134, 57]",holothurian
17,720,405,"[352, 47, 46, 47]",starfish
17,720,405,"[385, 8, 42, 32]",starfish
18,720,405,"[588, 313, 80, 91]",holothurian
18,720,405,"[258, 257, 60, 53]",echinus
18,720,405,"[611, 274, 77, 71]",echinus
18,720,405,"[160, 90, 40, 43]",echinus
18,720,405,"[146, 0, 36, 27]",echinus
18,720,405,"[140, 220, 67, 54]",starfish
18,720,405,"[46, 365, 80, 40]",starfish
18,720,405,"[181, 251, 55, 40]",starfish
19,3840,2160,"[2461, 37, 197, 171]",starfish
19,3840,2160,"[2369, 110, 181, 243]",holothurian
19,3840,2160,"[3506, 923, 231, 125]",starfish
19,3840,2160,"[3153, 1759, 160, 173]",starfish
19,3840,2160,"[2389, 1936, 123, 145]",starfish
19,3840,2160,"[2193, 1457, 189, 206]",starfish
19,3840,2160,"[1917, 968, 101, 121]",starfish
19,3840,2160,"[1737, 770, 120, 121]",starfish
19,3840,2160,"[1209, 203, 148, 70]",starfish
19,3840,2160,"[1402, 1267, 174, 128]",starfish
19,3840,2160,"[133, 1762, 124, 161]",holothurian
19,3840,2160,"[596, 2040, 130, 120]",starfish
19,3840,2160,"[40, 1446, 178, 106]",starfish
19,3840,2160,"[2291, 1676, 166, 143]",echinus
20,720,405,"[106, 298, 93, 81]",echinus
20,720,405,"[78, 179, 64, 76]",echinus
21,720,405,"[613, 83, 107, 55]",holothurian
21,720,405,"[35, 140, 53, 52]",echinus
21,720,405,"[196, 73, 46, 49]",echinus
21,720,405,"[202, 163, 60, 60]",echinus
21,720,405,"[121, 57, 51, 60]",echinus
21,720,405,"[135, 10, 60, 61]",echinus
22,1920,1080,"[1072, 458, 85, 84]",echinus
22,1920,1080,"[1327, 746, 126, 120]",echinus
22,1920,1080,"[1549, 692, 73, 64]",echinus
22,1920,1080,"[396, 384, 85, 84]",echinus
22,1920,1080,"[732, 1028, 90, 50]",echinus
22,1920,1080,"[221, 428, 78, 76]",echinus
22,1920,1080,"[535, 691, 182, 138]",starfish
23,3840,2160,"[1929, 1244, 222, 213]",echinus
23,3840,2160,"[2338, 490, 187, 179]",echinus
23,3840,2160,"[1922, 707, 202, 220]",echinus
23,3840,2160,"[229, 1399, 146, 137]",echinus
23,3840,2160,"[1253, 679, 187, 189]",echinus
23,3840,2160,"[998, 727, 175, 173]",echinus
23,3840,2160,"[1526, 556, 195, 189]",echinus
23,3840,2160,"[2243, 805, 239, 244]",echinus
23,3840,2160,"[1430, 690, 190, 191]",echinus
23,3840,2160,"[584, 1119, 129, 128]",echinus
23,3840,2160,"[3119, 1185, 175, 156]",echinus
23,3840,2160,"[1868, 2, 205, 105]",echinus
23,3840,2160,"[1716, 1497, 93, 81]",starfish
24,720,405,"[1, 208, 145, 118]",starfish
25,3840,2160,"[2685, 1101, 91, 89]",echinus
25,3840,2160,"[2005, 1420, 112, 107]",echinus
25,3840,2160,"[2122, 959, 100, 95]",echinus
26,720,405,"[425, 261, 69, 118]",holothurian
26,720,405,"[651, 23, 35, 35]",echinus
26,720,405,"[1, 362, 75, 42]",echinus
26,720,405,"[443, 217, 61, 53]",starfish
26,720,405,"[407, 152, 61, 54]",starfish
26,720,405,"[296, 154, 55, 64]",starfish
26,720,405,"[134, 275, 82, 68]",starfish
26,720,405,"[532, 150, 60, 46]",starfish
26,720,405,"[672, 221, 49, 56]",starfish
26,720,405,"[368, 147, 38, 34]",starfish
27,1920,1080,"[867, 511, 92, 141]",holothurian
27,1920,1080,"[933, 430, 99, 90]",echinus
27,1920,1080,"[1204, 418, 103, 97]",echinus
27,1920,1080,"[1701, 701, 156, 135]",echinus
27,1920,1080,"[1104, 819, 112, 112]",echinus
27,1920,1080,"[142, 418, 131, 104]",echinus
27,1920,1080,"[1798, 112, 98, 88]",echinus
27,1920,1080,"[748, 176, 81, 75]",echinus
27,1920,1080,"[1774, 637, 120, 100]",echinus
27,1920,1080,"[1063, 658, 216, 174]",starfish
27,1920,1080,"[1086, 913, 177, 164]",starfish
27,1920,1080,"[278, 837, 214, 165]",starfish
27,1920,1080,"[696, 426, 122, 91]",starfish
27,1920,1080,"[1114, 528, 100, 82]",starfish
27,1920,1080,"[544, 290, 87, 62]",starfish
28,1920,1080,"[1687, 256, 77, 59]",echinus
28,1920,1080,"[626, 365, 68, 58]",echinus
28,1920,1080,"[870, 227, 67, 60]",echinus
28,1920,1080,"[1262, 168, 69, 70]",echinus
28,1920,1080,"[1106, 211, 63, 56]",echinus
28,1920,1080,"[112, 514, 86, 66]",echinus
28,1920,1080,"[1186, 125, 52, 51]",echinus
28,1920,1080,"[1241, 65, 53, 49]",echinus
28,1920,1080,"[1651, 107, 96, 57]",echinus
28,1920,1080,"[1193, 548, 161, 107]",starfish
28,1920,1080,"[364, 852, 120, 97]",starfish
28,1920,1080,"[1095, 75, 45, 38]",echinus
28,1920,1080,"[897, 163, 46, 38]",echinus
29,3840,2160,"[608, 1733, 209, 202]",starfish
29,3840,2160,"[402, 491, 130, 110]",echinus
29,3840,2160,"[1965, 1378, 202, 201]",echinus
30,720,405,"[313, 377, 66, 29]",holothurian
30,720,405,"[249, 241, 39, 42]",echinus
30,720,405,"[273, 277, 38, 38]",echinus
30,720,405,"[97, 244, 54, 50]",echinus
30,720,405,"[7, 294, 49, 49]",echinus
30,720,405,"[278, 179, 25, 24]",echinus
30,720,405,"[416, 370, 41, 35]",echinus
30,720,405,"[175, 173, 36, 30]",echinus
30,720,405,"[419, 257, 39, 44]",echinus
30,720,405,"[584, 326, 41, 36]",echinus
30,720,405,"[29, 377, 53, 27]",echinus
30,720,405,"[229, 168, 28, 25]",echinus
30,720,405,"[560, 315, 35, 32]",echinus
30,720,405,"[207, 269, 31, 41]",echinus
31,3840,2160,"[1199, 1054, 409, 228]",holothurian
31,3840,2160,"[1063, 638, 362, 453]",echinus
31,3840,2160,"[1966, 1341, 262, 196]",echinus
31,3840,2160,"[1905, 872, 220, 245]",echinus
31,3840,2160,"[2118, 1234, 450, 240]",starfish
32,720,405,"[292, 159, 35, 32]",echinus
32,720,405,"[399, 245, 44, 41]",echinus
32,720,405,"[425, 148, 32, 29]",echinus
32,720,405,"[67, 282, 35, 32]",echinus
32,720,405,"[244, 216, 37, 40]",echinus
32,720,405,"[352, 361, 52, 41]",echinus
32,720,405,"[640, 260, 29, 27]",echinus
32,720,405,"[212, 200, 29, 32]",echinus
32,720,405,"[1, 241, 45, 57]",echinus
32,720,405,"[194, 270, 27, 31]",echinus
32,720,405,"[107, 250, 33, 32]",echinus
32,720,405,"[33, 151, 20, 19]",echinus
32,720,405,"[266, 186, 40, 28]",starfish
32,720,405,"[438, 335, 54, 49]",starfish
32,720,405,"[408, 381, 41, 23]",starfish
32,720,405,"[48, 162, 19, 16]",echinus
33,3840,2160,"[184, 412, 781, 310]",holothurian
33,3840,2160,"[2805, 874, 335, 321]",echinus
33,3840,2160,"[1419, 908, 364, 261]",echinus
34,1920,1080,"[1673, 695, 237, 134]",echinus
34,1920,1080,"[1043, 458, 142, 138]",echinus
34,1920,1080,"[1067, 583, 159, 147]",echinus
34,1920,1080,"[1443, 458, 163, 131]",echinus
34,1920,1080,"[1494, 568, 196, 138]",echinus
34,1920,1080,"[541, 452, 75, 67]",echinus
34,1920,1080,"[579, 763, 161, 136]",echinus
34,1920,1080,"[1197, 279, 142, 125]",echinus
34,1920,1080,"[980, 5, 113, 122]",echinus
34,1920,1080,"[606, 336, 107, 87]",echinus
34,1920,1080,"[765, 294, 84, 84]",echinus
34,1920,1080,"[1290, 185, 112, 92]",echinus
34,1920,1080,"[945, 572, 125, 121]",echinus
34,1920,1080,"[1149, 807, 112, 106]",echinus
34,1920,1080,"[346, 432, 88, 72]",echinus
34,1920,1080,"[1099, 351, 101, 84]",starfish
34,1920,1080,"[869, 337, 116, 80]",starfish
34,1920,1080,"[647, 502, 140, 135]",starfish
34,1920,1080,"[1386, 254, 103, 72]",starfish
34,1920,1080,"[1209, 91, 129, 96]",starfish
34,1920,1080,"[773, 476, 115, 112]",starfish
34,1920,1080,"[597, 857, 188, 137]",starfish
34,1920,1080,"[750, 626, 160, 159]",starfish
34,1920,1080,"[619, 407, 108, 72]",starfish
34,1920,1080,"[80, 299, 190, 106]",starfish
34,1920,1080,"[536, 694, 129, 109]",starfish
34,1920,1080,"[1618, 216, 184, 70]",starfish
34,1920,1080,"[865, 548, 131, 123]",starfish
34,1920,1080,"[525, 25, 135, 86]",starfish
34,1920,1080,"[1333, 470, 140, 109]",starfish
34,1920,1080,"[519, 269, 131, 103]",starfish
34,1920,1080,"[1077, 73, 70, 63]",starfish
34,1920,1080,"[1, 350, 104, 127]",starfish
34,1920,1080,"[1832, 37, 87, 178]",starfish
35,1920,1080,"[24, 665, 247, 187]",echinus
35,1920,1080,"[1, 526, 135, 201]",echinus
35,1920,1080,"[717, 755, 91, 94]",echinus
35,1920,1080,"[99, 530, 160, 160]",echinus
35,1920,1080,"[247, 535, 73, 66]",echinus
35,1920,1080,"[803, 797, 78, 85]",echinus
35,1920,1080,"[2, 853, 282, 208]",starfish
36,3840,2160,"[1338, 1001, 141, 145]",starfish
36,3840,2160,"[1233, 528, 230, 289]",echinus
37,720,405,"[22, 73, 120, 117]",echinus
37,720,405,"[169, 42, 79, 95]",echinus
37,720,405,"[275, 318, 39, 46]",echinus
37,720,405,"[380, 246, 35, 36]",echinus
37,720,405,"[273, 354, 58, 50]",echinus
37,720,405,"[313, 45, 44, 41]",starfish
37,720,405,"[453, 364, 50, 41]",starfish
37,720,405,"[371, 222, 28, 30]",echinus
38,3840,2160,"[2876, 2083, 141, 78]",echinus
38,3840,2160,"[2442, 1918, 180, 140]",echinus
38,3840,2160,"[221, 698, 263, 238]",echinus
39,720,405,"[179, 126, 63, 37]",holothurian
39,720,405,"[134, 189, 57, 52]",holothurian
39,720,405,"[120, 85, 70, 67]",echinus
39,720,405,"[192, 13, 37, 38]",echinus
39,720,405,"[129, 174, 54, 29]",starfish
40,3840,2160,"[586, 1050, 224, 151]",starfish
40,3840,2160,"[1751, 23, 311, 289]",starfish
40,3840,2160,"[1367, 312, 205, 173]",starfish
40,3840,2160,"[1348, 701, 222, 179]",starfish
40,3840,2160,"[1524, 742, 205, 270]",starfish
40,3840,2160,"[1680, 763, 379, 359]",starfish
40,3840,2160,"[2440, 7, 370, 302]",starfish
40,3840,2160,"[2553, 353, 389, 359]",starfish
40,3840,2160,"[2872, 185, 556, 357]",starfish
40,3840,2160,"[2424, 1061, 367, 313]",starfish
40,3840,2160,"[2670, 1266, 361, 397]",starfish
40,3840,2160,"[2502, 1577, 283, 235]",scallop
40,3840,2160,"[924, 1460, 259, 130]",scallop
40,3840,2160,"[1135, 1558, 240, 240]",starfish
41,3840,2160,"[533, 472, 613, 416]",holothurian
42,720,405,"[439, 341, 130, 64]",holothurian
42,720,405,"[522, 32, 78, 66]",echinus
42,720,405,"[385, 136, 41, 38]",echinus
42,720,405,"[644, 17, 74, 67]",echinus
42,720,405,"[356, 36, 63, 61]",echinus
42,720,405,"[594, 209, 105, 100]",echinus
42,720,405,"[499, 105, 79, 78]",echinus
42,720,405,"[425, 201, 76, 72]",echinus
42,720,405,"[566, 53, 81, 76]",echinus
42,720,405,"[489, 221, 68, 67]",echinus
42,720,405,"[549, 131, 116, 103]",echinus
42,720,405,"[318, 152, 59, 64]",echinus
42,720,405,"[54, 42, 39, 39]",echinus
42,720,405,"[143, 188, 46, 63]",starfish
42,720,405,"[158, 129, 56, 61]",starfish
42,720,405,"[656, 352, 62, 49]",starfish
42,720,405,"[606, 1, 82, 44]",starfish
43,720,405,"[472, 201, 67, 130]",holothurian
43,720,405,"[271, 1, 82, 61]",echinus
43,720,405,"[399, 1, 78, 90]",echinus
43,720,405,"[256, 47, 96, 78]",echinus
43,720,405,"[378, 140, 78, 88]",starfish
43,720,405,"[445, 362, 42, 41]",starfish
44,1920,1080,"[762, 458, 119, 123]",starfish
44,1920,1080,"[76, 596, 98, 93]",starfish
45,1920,1080,"[1221, 728, 273, 106]",holothurian
45,1920,1080,"[757, 720, 174, 208]",holothurian
45,1920,1080,"[1, 475, 79, 131]",echinus
45,1920,1080,"[787, 119, 77, 69]",echinus
45,1920,1080,"[1252, 96, 72, 71]",echinus
45,1920,1080,"[1, 272, 55, 117]",echinus
45,1920,1080,"[1179, 79, 71, 61]",echinus
45,1920,1080,"[928, 92, 75, 80]",echinus
45,1920,1080,"[498, 445, 177, 139]",starfish
45,1920,1080,"[294, 217, 150, 114]",starfish
45,1920,1080,"[1186, 129, 94, 67]",starfish
45,1920,1080,"[151, 356, 147, 84]",starfish
45,1920,1080,"[1097, 317, 90, 62]",starfish
45,1920,1080,"[481, 241, 94, 88]",holothurian
45,1920,1080,"[929, 164, 74, 87]",holothurian
45,1920,1080,"[1068, 177, 74, 87]",holothurian
45,1920,1080,"[624, 739, 174, 208]",holothurian
46,1920,1080,"[838, 928, 74, 65]",echinus
46,1920,1080,"[750, 903, 74, 67]",echinus
46,1920,1080,"[585, 949, 95, 80]",echinus
46,1920,1080,"[266, 871, 75, 76]",echinus
46,1920,1080,"[327, 569, 76, 72]",echinus
46,1920,1080,"[277, 934, 114, 77]",echinus
46,1920,1080,"[417, 408, 49, 44]",echinus
46,1920,1080,"[344, 327, 49, 44]",echinus
46,1920,1080,"[293, 276, 49, 44]",echinus
46,1920,1080,"[245, 241, 49, 44]",echinus
46,1920,1080,"[854, 804, 49, 44]",echinus
46,1920,1080,"[938, 836, 49, 44]",echinus
47,1920,1080,"[975, 964, 102, 95]",echinus
47,1920,1080,"[1408, 957, 104, 93]",echinus
47,1920,1080,"[748, 895, 89, 86]",echinus
47,1920,1080,"[637, 944, 80, 72]",echinus
47,1920,1080,"[512, 877, 76, 69]",echinus
48,720,405,"[264, 177, 38, 38]",echinus
48,720,405,"[227, 127, 40, 41]",echinus
48,720,405,"[425, 30, 39, 36]",echinus
48,720,405,"[528, 155, 42, 42]",echinus
48,720,405,"[560, 4, 45, 44]",echinus
48,720,405,"[0, 304, 65, 84]",echinus
48,720,405,"[587, 44, 40, 41]",echinus
48,720,405,"[94, 74, 35, 36]",echinus
48,720,405,"[641, 4, 56, 40]",echinus
48,720,405,"[378, 369, 79, 35]",echinus
48,720,405,"[89, 32, 37, 39]",echinus
48,720,405,"[477, 378, 65, 26]",echinus
48,720,405,"[590, 81, 45, 47]",echinus
48,720,405,"[509, 1, 56, 50]",echinus
48,720,405,"[349, 99, 48, 38]",starfish
48,720,405,"[73, 278, 41, 38]",starfish
49,1920,1080,"[396, 331, 98, 85]",echinus
49,1920,1080,"[1071, 694, 150, 146]",echinus
49,1920,1080,"[804, 188, 78, 66]",echinus
49,1920,1080,"[1355, 106, 108, 97]",echinus
49,1920,1080,"[1719, 633, 180, 155]",echinus
49,1920,1080,"[40, 647, 92, 81]",echinus
49,1920,1080,"[1204, 380, 120, 111]",echinus
49,1920,1080,"[62, 797, 86, 94]",echinus
49,1920,1080,"[1462, 132, 102, 93]",echinus
49,1920,1080,"[1603, 153, 110, 94]",echinus
49,1920,1080,"[780, 334, 114, 123]",echinus
49,1920,1080,"[250, 519, 122, 123]",echinus
49,1920,1080,"[25, 931, 80, 92]",echinus
49,1920,1080,"[150, 382, 63, 64]",echinus
49,1920,1080,"[0, 745, 47, 71]",echinus
49,1920,1080,"[1413, 937, 143, 141]",starfish
49,1920,1080,"[670, 378, 130, 106]",starfish
49,1920,1080,"[1188, 785, 133, 141]",starfish
49,1920,1080,"[1392, 450, 181, 128]",starfish
49,1920,1080,"[523, 545, 116, 110]",starfish
49,1920,1080,"[1017, 618, 158, 125]",starfish
49,1920,1080,"[1650, 567, 140, 114]",starfish
49,1920,1080,"[1542, 191, 101, 82]",starfish
49,1920,1080,"[1632, 747, 130, 129]",starfish
49,1920,1080,"[683, 476, 108, 82]",starfish
49,1920,1080,"[1805, 525, 114, 140]",starfish
49,1920,1080,"[787, 472, 90, 83]",starfish
49,1920,1080,"[753, 853, 119, 131]",starfish
49,1920,1080,"[652, 834, 99, 109]",starfish
50,720,405,"[454, 77, 73, 54]",holothurian
50,720,405,"[220, 128, 71, 32]",holothurian
50,720,405,"[467, 183, 73, 129]",holothurian
50,720,405,"[266, 365, 68, 39]",holothurian
51,1920,1080,"[242, 87, 241, 232]",echinus
51,1920,1080,"[492, 697, 287, 248]",starfish
52,3840,2160,"[489, 791, 231, 165]",holothurian
52,3840,2160,"[295, 861, 224, 173]",echinus
52,3840,2160,"[2651, 56, 113, 117]",echinus
52,3840,2160,"[1735, 833, 132, 110]",echinus
52,3840,2160,"[1519, 770, 128, 119]",echinus
52,3840,2160,"[3126, 551, 111, 109]",echinus
52,3840,2160,"[3327, 785, 126, 118]",echinus
52,3840,2160,"[1810, 321, 92, 95]",echinus
52,3840,2160,"[3460, 995, 113, 132]",echinus
52,3840,2160,"[2164, 141, 120, 110]",echinus
52,3840,2160,"[3407, 541, 102, 109]",echinus
52,3840,2160,"[2828, 576, 182, 160]",echinus
52,3840,2160,"[2025, 964, 143, 164]",echinus
52,3840,2160,"[3681, 857, 116, 103]",echinus
52,3840,2160,"[3017, 364, 77, 78]",echinus
52,3840,2160,"[3573, 750, 93, 89]",echinus
52,3840,2160,"[1314, 377, 124, 103]",echinus
52,3840,2160,"[2008, 391, 138, 178]",echinus
52,3840,2160,"[1947, 654, 89, 115]",echinus
52,3840,2160,"[1189, 545, 172, 94]",starfish
52,3840,2160,"[101, 607, 200, 154]",starfish
52,3840,2160,"[2785, 1, 90, 43]",echinus
